# reef_id, area_km2, sand_propotion, shelf_position

# reef_id
# The reef IDs here are the standard used throughout the RME and
# must be the same as in all the other data files used.
# If reef IDs do not match up across files the RME will not run.
# The order here is also important since this must match the
# connectivity matrix files that do not have reef IDs embedded.
# Note that some alternate lists of reef IDs are circulating
# that have five reefs renamed as follows:
# used in RME   alternate
# 10-441        11-325
# 11-288        11-244e
# 11-303        11-244f
# 11-310        11-244g
# 11-311        11-244h
# These are just renamings as can be seen on a map of GBR.
# 10-441 is between two groups with IDs 10-44x and 11-32x,
# alternate ID 11-325 just makes it part of the other group.
# Alternate IDs 11-244e,f,g,h brings four unnamed reefs into
# "Great Detatched Reef" group which they are clearly part of.
# The alternate IDs are likely a newer revision, but currently
# the RME uses the orignal (legacy) reef IDs.
# Additionally a error has been propagated through many files
# where the reef id listed here as "20-198" is listed as "20198".
# Note the RME is case-insensitive to letters in the reef IDs.
# They can be upper or lower case when specified, when reported
# they are upper-case.

# area_km2
# The area of the reef in square kilometres.

# sand_proportion
# Proportion of reef which is non-grazable (sand)
# as a proportion (range 0 to 1).

# shelf_position
# The location of the reef on the continental shelf:
# 1 = inshore
# 2 = midshelf
# 3 = offshore

# This file was updated on Thu 30 Mar 12:07:21 BST 2023

11-263,0.20211431,0.237745432,2
11-264,0.053996526,0.237745433,3
11-217,3.308296679,0.227097489,2
11-218,0.041109721,0.296671358,3
11-219,0.016266089,0.296671356,3
11-220,0.014397387,0.296671359,3
11-221,0.014505264,0.296671359,3
11-222b,0.552011719,0.229181632,2
11-243,6.366705909,0.323608017,3
11-244a,8.684729076,0.291239758,3
11-244b,28.09578728,0.295536438,3
11-244c,4.655551733,0.294900402,3
11-244d,0.459001038,0.279534277,3
11-245,0.400319017,0.296092856,3
11-246,0.00018583,0.267174258,1
11-247,0.001564855,0.228214562,1
11-248,0.021250603,0.23774543,1
11-249,0.089314726,0.228214562,2
11-250,0.013555812,0.228214562,2
11-251,0.682501423,0.225787181,2
11-252,1.234722872,0.212900798,2
11-253,0.073809204,0.237745433,2
11-254,0.014541434,0.237745436,2
11-255,0.027132654,0.228214562,2
11-256,0.002840426,0.237744253,2
11-257,0.319314201,0.228214562,2
11-258,0.044724572,0.228214562,2
11-259,0.032165008,0.237745435,2
11-260,0.014309482,0.237745429,2
11-261,0.321238757,0.237745433,2
11-262,0.18986881,0.237745433,2
11-229a,6.801559615,0.287343135,3
11-229b,2.799316241,0.292670806,3
11-230,0.724879608,0.290090824,3
11-231,0.73773915,0.272912023,3
11-232,4.517892302,0.285179624,3
11-233,0.239839357,0.23219225,2
11-234,1.258197814,0.237745432,2
11-235,0.738768423,0.28567273,3
11-236,3.215666477,0.295258207,3
11-237a,2.117600018,0.216931838,2
11-237b,2.23450471,0.212601494,2
11-237c,1.859233074,0.216900162,2
11-238,4.073012252,0.287943988,3
11-239,3.694753939,0.294276085,3
11-240,10.53026886,0.308203193,3
11-241,3.051050024,0.287758545,3
11-242,0.240950665,0.296008954,3
12-007,11.32122505,0.215075911,1
12-008,4.240222913,0.273867268,1
12-009,4.632196515,0.273867268,1
12-010,22.14605311,0.244221814,1
12-011,4.050235182,0.273843544,1
11-265,0.047422095,0.228214562,2
11-266,0.013926175,0.29667136,3
11-267,0.009482896,0.296671359,3
11-268,0.013791089,0.296671357,3
11-269,0.013256775,0.237745433,2
11-270,0.524614132,0.228214562,2
11-271,0.145608663,0.237745432,2
11-272,0.002245424,0.296672527,3
11-273,0.000744314,0.296671096,3
11-274,0.622198956,0.307101985,2
11-275,0.392407789,0.228214562,2
11-276,0.002017784,0.296673272,3
11-277,0.947831354,0.292999814,2
11-278,0.08258408,0.288719242,3
11-279,0.002373134,0.296671154,3
11-280,0.000479502,0.296674102,3
11-281,0.253575102,0.288191037,2
11-282,0.056378246,0.267956933,2
11-283,0.0370173,0.277973112,2
11-284,0.183712029,0.293533202,2
11-285,0.815367805,0.29748389,2
11-286,0.410726536,0.289311091,3
11-287,0.00248618,0.296672151,3
11-288,0.115552834,0.278018773,3
11-289,0.149085152,0.298769372,3
11-290,0.4463878,0.279797866,3
11-291,0.077410246,0.287218885,3
11-292,0.066213223,0.281409713,3
11-293,0.669016545,0.289239466,3
11-294,0.242806329,0.28335867,3
11-295,0.134929834,0.286095502,3
11-296,1.237685315,0.296031341,3
11-297,0.399937337,0.297966417,3
11-298,1.170497237,0.2906036,3
11-299,0.606819608,0.300524652,3
11-300,1.058738061,0.288902231,3
11-301,0.645545232,0.289676756,3
11-302,0.244020379,0.280961114,3
11-303,0.036100986,0.296671357,3
11-304,0.000631414,0.292999814,3
11-305,0.00188626,0.296670938,3
11-306,0.024657449,0.296671358,3
11-307,1.093501329,0.294980782,3
11-308,0.003242861,0.296670456,3
11-309,0.355770847,0.29967411,3
11-310,0.106833369,0.296671358,3
11-311,0.008249778,0.296671358,3
11-312,0.030015908,0.26036947,3
11-313,0.07434536,0.26892056,3
